date,district,inflow,outflow,net_migration
2025-07-04,Bengaluru,1.0,2.0,-1.0
2025-07-04,Bhopal,0.0,1.0,-1.0
2025-07-04,Bhubaneswar,1.0,0.0,1.0
2025-07-04,Chandigarh,0.0,1.0,-1.0
2025-07-04,Faridabad,1.0,0.0,1.0
2025-07-04,Gangtok,2.0,2.0,0.0
2025-07-04,Gurugram,0.0,1.0,-1.0
2025-07-04,Imphal,1.0,0.0,1.0
2025-07-04,Indore,1.0,0.0,1.0
2025-07-04,Jaipur,0.0,1.0,-1.0
2025-07-04,Jammu,3.0,0.0,3.0
2025-07-04,Kanpur,1.0,0.0,1.0
2025-07-04,Kavaratti,0.0,1.0,-1.0
2025-07-04,Lucknow,1.0,0.0,1.0
2025-07-04,Mumbai,0.0,1.0,-1.0
2025-07-04,Mysuru,1.0,0.0,1.0
2025-07-04,Nagpur,0.0,1.0,-1.0
2025-07-04,Panaji,0.0,1.0,-1.0
2025-07-04,Patna,1.0,1.0,0.0
2025-07-04,Port Blair,0.0,1.0,-1.0
2025-07-04,Pune,1.0,0.0,1.0
2025-07-04,Siliguri,1.0,1.0,0.0
2025-07-04,Thiruvananthapuram,0.0,2.0,-2.0
2025-07-04,Vijayawada,2.0,2.0,0.0
2025-07-04,Visakhapatnam,1.0,0.0,1.0
2025-07-04,Warangal,1.0,0.0,1.0
2025-07-05,Agartala,1.0,0.0,1.0
2025-07-05,Aizawl,1.0,0.0,1.0
2025-07-05,Chandigarh,0.0,1.0,-1.0
2025-07-05,Gaya,1.0,0.0,1.0
2025-07-05,Gurugram,0.0,2.0,-2.0
2025-07-05,Haridwar,1.0,0.0,1.0
2025-07-05,Hyderabad,1.0,0.0,1.0
2025-07-05,Imphal,1.0,0.0,1.0
2025-07-05,Indore,1.0,0.0,1.0
2025-07-05,Itanagar,0.0,1.0,-1.0
2025-07-05,Jaipur,0.0,1.0,-1.0
2025-07-05,Jammu,1.0,0.0,1.0
2025-07-05,Kochi,0.0,1.0,-1.0
2025-07-05,Kolkata,1.0,1.0,0.0
2025-07-05,Leh,1.0,0.0,1.0
2025-07-05,Lucknow,2.0,0.0,2.0
2025-07-05,Ludhiana,0.0,1.0,-1.0
2025-07-05,Mumbai,0.0,1.0,-1.0
2025-07-05,Patna,0.0,1.0,-1.0
2025-07-05,Ranchi,1.0,1.0,0.0
2025-07-05,Shimla,1.0,1.0,0.0
2025-07-05,Siliguri,0.0,1.0,-1.0
2025-07-05,Surat,0.0,1.0,-1.0
2025-07-05,Thiruvananthapuram,0.0,1.0,-1.0
2025-07-05,Warangal,1.0,0.0,1.0
2025-07-06,Aizawl,0.0,1.0,-1.0
2025-07-06,Amritsar,0.0,1.0,-1.0
2025-07-06,Bengaluru,1.0,0.0,1.0
2025-07-06,Bhubaneswar,1.0,1.0,0.0
2025-07-06,Chennai,1.0,0.0,1.0
2025-07-06,Gaya,0.0,1.0,-1.0
2025-07-06,Gurugram,1.0,0.0,1.0
2025-07-06,Haridwar,0.0,1.0,-1.0
2025-07-06,Hyderabad,1.0,1.0,0.0
2025-07-06,Indore,1.0,1.0,0.0
2025-07-06,Itanagar,0.0,1.0,-1.0
2025-07-06,Jaipur,1.0,0.0,1.0
2025-07-06,Jammu,1.0,0.0,1.0
2025-07-06,Jodhpur,1.0,1.0,0.0
2025-07-06,Kanpur,0.0,1.0,-1.0
2025-07-06,Kohima,1.0,0.0,1.0
2025-07-06,Lucknow,2.0,1.0,1.0
2025-07-06,Meerut,0.0,1.0,-1.0
2025-07-06,Nagpur,0.0,1.0,-1.0
2025-07-06,Port Blair,2.0,0.0,2.0
2025-07-06,Pune,0.0,1.0,-1.0
2025-07-06,Ranchi,1.0,1.0,0.0
2025-07-06,Shimla,0.0,3.0,-3.0
2025-07-06,Siliguri,2.0,0.0,2.0
2025-07-06,Srinagar,1.0,1.0,0.0
2025-07-06,Surat,1.0,1.0,0.0
2025-07-06,Varanasi,1.0,0.0,1.0
2025-07-07,Aizawl,1.0,0.0,1.0
2025-07-07,Bhopal,0.0,1.0,-1.0
2025-07-07,Chennai,1.0,0.0,1.0
2025-07-07,Faridabad,1.0,0.0,1.0
2025-07-07,Gangtok,0.0,1.0,-1.0
2025-07-07,Gurugram,1.0,0.0,1.0
2025-07-07,Haridwar,0.0,1.0,-1.0
2025-07-07,Jammu,0.0,1.0,-1.0
2025-07-07,Jodhpur,1.0,0.0,1.0
2025-07-07,Kavaratti,1.0,0.0,1.0
2025-07-07,Kochi,0.0,1.0,-1.0
2025-07-07,Leh,1.0,0.0,1.0
2025-07-07,Meerut,0.0,1.0,-1.0
2025-07-07,Nagpur,0.0,2.0,-2.0
2025-07-07,Panaji,1.0,1.0,0.0
2025-07-07,Pune,1.0,0.0,1.0
2025-07-07,Ranchi,0.0,1.0,-1.0
2025-07-07,Shillong,1.0,0.0,1.0
2025-07-07,Surat,0.0,1.0,-1.0
2025-07-07,Thiruvananthapuram,1.0,0.0,1.0
2025-07-08,Aizawl,1.0,0.0,1.0
2025-07-08,Amritsar,0.0,1.0,-1.0
2025-07-08,Coimbatore,0.0,1.0,-1.0
2025-07-08,Dehradun,1.0,0.0,1.0
2025-07-08,Haridwar,0.0,1.0,-1.0
2025-07-08,Hyderabad,1.0,0.0,1.0
2025-07-08,Imphal,1.0,0.0,1.0
2025-07-08,Indore,2.0,0.0,2.0
2025-07-08,Jammu,0.0,1.0,-1.0
2025-07-08,Jodhpur,1.0,0.0,1.0
2025-07-08,Kanpur,0.0,1.0,-1.0
2025-07-08,Meerut,0.0,1.0,-1.0
2025-07-08,Mumbai,0.0,1.0,-1.0
2025-07-08,Raipur,1.0,1.0,0.0
2025-07-08,Ranchi,0.0,1.0,-1.0
2025-07-08,Siliguri,0.0,1.0,-1.0
2025-07-08,Srinagar,2.0,0.0,2.0
2025-07-08,Vijayawada,0.0,1.0,-1.0
2025-07-08,Warangal,1.0,0.0,1.0
2025-07-09,Agartala,1.0,0.0,1.0
2025-07-09,Aizawl,0.0,1.0,-1.0
2025-07-09,Amritsar,1.0,0.0,1.0
2025-07-09,Bengaluru,1.0,0.0,1.0
2025-07-09,Chennai,1.0,1.0,0.0
2025-07-09,Coimbatore,1.0,0.0,1.0
2025-07-09,Cuttack,1.0,0.0,1.0
2025-07-09,Dehradun,0.0,1.0,-1.0
2025-07-09,Faridabad,0.0,1.0,-1.0
2025-07-09,Gaya,0.0,1.0,-1.0
2025-07-09,Guwahati,1.0,1.0,0.0
2025-07-09,Haridwar,1.0,0.0,1.0
2025-07-09,Imphal,1.0,1.0,0.0
2025-07-09,Jaipur,0.0,1.0,-1.0
2025-07-09,Jodhpur,1.0,0.0,1.0
2025-07-09,Kanpur,1.0,1.0,0.0
2025-07-09,Kavaratti,1.0,1.0,0.0
2025-07-09,Kohima,1.0,1.0,0.0
2025-07-09,Kolkata,1.0,0.0,1.0
2025-07-09,Lucknow,0.0,2.0,-2.0
2025-07-09,Ludhiana,1.0,0.0,1.0
2025-07-09,Mumbai,0.0,1.0,-1.0
2025-07-09,Nagpur,1.0,0.0,1.0
2025-07-09,Patna,0.0,1.0,-1.0
2025-07-09,Port Blair,1.0,0.0,1.0
2025-07-09,Ranchi,0.0,1.0,-1.0
2025-07-09,Shimla,0.0,1.0,-1.0
2025-07-09,Srinagar,0.0,1.0,-1.0
2025-07-09,Surat,1.0,0.0,1.0
2025-07-09,Vijayawada,0.0,1.0,-1.0
2025-07-09,Warangal,1.0,0.0,1.0
2025-07-10,Bhopal,0.0,1.0,-1.0
2025-07-10,Faridabad,1.0,0.0,1.0
2025-07-10,Gangtok,0.0,1.0,-1.0
2025-07-10,Indore,2.0,0.0,2.0
2025-07-10,Itanagar,1.0,0.0,1.0
2025-07-10,Kanpur,1.0,0.0,1.0
2025-07-10,Kohima,0.0,1.0,-1.0
2025-07-10,Lucknow,0.0,1.0,-1.0
2025-07-10,Mysuru,0.0,1.0,-1.0
2025-07-10,Port Blair,2.0,1.0,1.0
2025-07-10,Pune,0.0,1.0,-1.0
2025-07-10,Raipur,1.0,0.0,1.0
2025-07-10,Ranchi,1.0,0.0,1.0
2025-07-10,Srinagar,0.0,1.0,-1.0
2025-07-10,Visakhapatnam,0.0,1.0,-1.0
2025-07-11,Agartala,1.0,0.0,1.0
2025-07-11,Ahmedabad,1.0,1.0,0.0
2025-07-11,Amritsar,1.0,0.0,1.0
2025-07-11,Bhopal,0.0,1.0,-1.0
2025-07-11,Chennai,2.0,0.0,2.0
2025-07-11,Gaya,0.0,1.0,-1.0
2025-07-11,Gurugram,1.0,3.0,-2.0
2025-07-11,Guwahati,0.0,1.0,-1.0
2025-07-11,Haridwar,1.0,0.0,1.0
2025-07-11,Hyderabad,1.0,0.0,1.0
2025-07-11,Imphal,1.0,0.0,1.0
2025-07-11,Jodhpur,0.0,2.0,-2.0
2025-07-11,Kanpur,1.0,0.0,1.0
2025-07-11,Kavaratti,0.0,1.0,-1.0
2025-07-11,Kohima,0.0,1.0,-1.0
2025-07-11,Ludhiana,0.0,1.0,-1.0
2025-07-11,Mumbai,2.0,1.0,1.0
2025-07-11,Mysuru,1.0,0.0,1.0
2025-07-11,Panaji,1.0,0.0,1.0
2025-07-11,Patna,0.0,1.0,-1.0
2025-07-11,Port Blair,1.0,0.0,1.0
2025-07-11,Pune,0.0,2.0,-2.0
2025-07-11,Raipur,1.0,0.0,1.0
2025-07-11,Surat,1.0,2.0,-1.0
2025-07-11,Visakhapatnam,0.0,1.0,-1.0
2025-07-11,Warangal,2.0,0.0,2.0
2025-07-12,Ahmedabad,1.0,0.0,1.0
2025-07-12,Aizawl,1.0,1.0,0.0
2025-07-12,Amritsar,1.0,0.0,1.0
2025-07-12,Bhopal,0.0,2.0,-2.0
2025-07-12,Bhubaneswar,1.0,1.0,0.0
2025-07-12,Chandigarh,1.0,0.0,1.0
2025-07-12,Chennai,1.0,0.0,1.0
2025-07-12,Gangtok,3.0,2.0,1.0
2025-07-12,Gurugram,1.0,0.0,1.0
2025-07-12,Guwahati,0.0,1.0,-1.0
2025-07-12,Haridwar,1.0,0.0,1.0
2025-07-12,Indore,0.0,1.0,-1.0
2025-07-12,Itanagar,0.0,1.0,-1.0
2025-07-12,Jaipur,0.0,1.0,-1.0
2025-07-12,Jammu,1.0,0.0,1.0
2025-07-12,Jamshedpur,1.0,0.0,1.0
2025-07-12,Kanpur,1.0,0.0,1.0
2025-07-12,Kochi,1.0,1.0,0.0
2025-07-12,Kohima,0.0,1.0,-1.0
2025-07-12,Leh,0.0,1.0,-1.0
2025-07-12,Lucknow,0.0,1.0,-1.0
2025-07-12,Ludhiana,0.0,1.0,-1.0
2025-07-12,Mysuru,1.0,0.0,1.0
2025-07-12,Patna,1.0,1.0,0.0
2025-07-12,Port Blair,1.0,0.0,1.0
2025-07-12,Siliguri,1.0,0.0,1.0
2025-07-12,Srinagar,0.0,2.0,-2.0
2025-07-12,Surat,0.0,1.0,-1.0
2025-07-12,Thiruvananthapuram,0.0,1.0,-1.0
2025-07-12,Varanasi,1.0,0.0,1.0
2025-07-12,Vijayawada,0.0,1.0,-1.0
2025-07-12,Warangal,1.0,0.0,1.0
2025-07-13,Ahmedabad,1.0,0.0,1.0
2025-07-13,Amritsar,1.0,0.0,1.0
2025-07-13,Bengaluru,0.0,1.0,-1.0
2025-07-13,Bhopal,2.0,0.0,2.0
2025-07-13,Chennai,1.0,0.0,1.0
2025-07-13,Cuttack,0.0,1.0,-1.0
2025-07-13,Gaya,1.0,0.0,1.0
2025-07-13,Gurugram,0.0,1.0,-1.0
2025-07-13,Guwahati,1.0,0.0,1.0
2025-07-13,Haridwar,1.0,1.0,0.0
2025-07-13,Indore,0.0,1.0,-1.0
2025-07-13,Jaipur,0.0,1.0,-1.0
2025-07-13,Jammu,1.0,0.0,1.0
2025-07-13,Jodhpur,1.0,0.0,1.0
2025-07-13,Leh,0.0,1.0,-1.0
2025-07-13,Lucknow,1.0,0.0,1.0
2025-07-13,Ludhiana,1.0,0.0,1.0
2025-07-13,Mumbai,0.0,1.0,-1.0
2025-07-13,Mysuru,0.0,1.0,-1.0
2025-07-13,Panaji,1.0,0.0,1.0
2025-07-13,Port Blair,1.0,0.0,1.0
2025-07-13,Pune,1.0,0.0,1.0
2025-07-13,Raipur,1.0,0.0,1.0
2025-07-13,Ranchi,0.0,2.0,-2.0
2025-07-13,Shimla,0.0,2.0,-2.0
2025-07-13,Siliguri,0.0,1.0,-1.0
2025-07-13,Thiruvananthapuram,1.0,0.0,1.0
2025-07-13,Varanasi,0.0,2.0,-2.0
2025-07-13,Warangal,0.0,1.0,-1.0
2025-07-14,Agartala,2.0,1.0,1.0
2025-07-14,Ahmedabad,0.0,1.0,-1.0
2025-07-14,Amritsar,1.0,0.0,1.0
2025-07-14,Chandigarh,1.0,0.0,1.0
2025-07-14,Chennai,0.0,2.0,-2.0
2025-07-14,Coimbatore,1.0,0.0,1.0
2025-07-14,Cuttack,1.0,1.0,0.0
2025-07-14,Dehradun,0.0,1.0,-1.0
2025-07-14,Faridabad,0.0,1.0,-1.0
2025-07-14,Gaya,1.0,0.0,1.0
2025-07-14,Haridwar,0.0,1.0,-1.0
2025-07-14,Imphal,1.0,0.0,1.0
2025-07-14,Indore,0.0,2.0,-2.0
2025-07-14,Itanagar,0.0,1.0,-1.0
2025-07-14,Jaipur,1.0,0.0,1.0
2025-07-14,Jammu,1.0,0.0,1.0
2025-07-14,Kavaratti,2.0,0.0,2.0
2025-07-14,Kolkata,2.0,0.0,2.0
2025-07-14,Leh,0.0,1.0,-1.0
2025-07-14,Mysuru,0.0,1.0,-1.0
2025-07-14,Nagpur,0.0,1.0,-1.0
2025-07-14,Pune,1.0,1.0,0.0
2025-07-14,Raipur,1.0,0.0,1.0
2025-07-14,Ranchi,1.0,0.0,1.0
2025-07-14,Shillong,1.0,1.0,0.0
2025-07-14,Shimla,0.0,1.0,-1.0
2025-07-14,Siliguri,0.0,2.0,-2.0
2025-07-14,Srinagar,1.0,1.0,0.0
2025-07-14,Thiruvananthapuram,1.0,0.0,1.0
2025-07-14,Varanasi,1.0,1.0,0.0
2025-07-14,Warangal,1.0,1.0,0.0
2025-07-15,Bengaluru,1.0,0.0,1.0
2025-07-15,Faridabad,1.0,0.0,1.0
2025-07-15,Gangtok,0.0,1.0,-1.0
2025-07-15,Guwahati,1.0,1.0,0.0
2025-07-15,Imphal,0.0,1.0,-1.0
2025-07-15,Itanagar,1.0,1.0,0.0
2025-07-15,Jaipur,0.0,1.0,-1.0
2025-07-15,Kanpur,1.0,1.0,0.0
2025-07-15,Kavaratti,1.0,0.0,1.0
2025-07-15,Kochi,1.0,0.0,1.0
2025-07-15,Leh,1.0,1.0,0.0
2025-07-15,Mysuru,1.0,0.0,1.0
2025-07-15,Nagpur,0.0,1.0,-1.0
2025-07-15,Pune,0.0,2.0,-2.0
2025-07-15,Raipur,0.0,1.0,-1.0
2025-07-15,Srinagar,1.0,0.0,1.0
2025-07-15,Visakhapatnam,1.0,0.0,1.0
2025-07-16,Agartala,1.0,0.0,1.0
2025-07-16,Ahmedabad,1.0,2.0,-1.0
2025-07-16,Bengaluru,1.0,0.0,1.0
2025-07-16,Bhopal,3.0,0.0,3.0
2025-07-16,Bhubaneswar,1.0,1.0,0.0
2025-07-16,Chandigarh,0.0,2.0,-2.0
2025-07-16,Cuttack,1.0,0.0,1.0
2025-07-16,Dehradun,1.0,0.0,1.0
2025-07-16,Faridabad,1.0,0.0,1.0
2025-07-16,Gurugram,1.0,0.0,1.0
2025-07-16,Guwahati,1.0,0.0,1.0
2025-07-16,Haridwar,1.0,2.0,-1.0
2025-07-16,Jamshedpur,0.0,2.0,-2.0
2025-07-16,Jodhpur,0.0,1.0,-1.0
2025-07-16,Kanpur,1.0,0.0,1.0
2025-07-16,Kavaratti,0.0,1.0,-1.0
2025-07-16,Kochi,0.0,2.0,-2.0
2025-07-16,Kolkata,1.0,1.0,0.0
2025-07-16,Leh,0.0,1.0,-1.0
2025-07-16,Lucknow,2.0,0.0,2.0
2025-07-16,Ludhiana,1.0,0.0,1.0
2025-07-16,Meerut,0.0,1.0,-1.0
2025-07-16,Mysuru,0.0,1.0,-1.0
2025-07-16,Nagpur,0.0,2.0,-2.0
2025-07-16,Pune,0.0,1.0,-1.0
2025-07-16,Raipur,1.0,0.0,1.0
2025-07-16,Ranchi,0.0,1.0,-1.0
2025-07-16,Shimla,1.0,0.0,1.0
2025-07-16,Siliguri,1.0,0.0,1.0
2025-07-16,Thiruvananthapuram,0.0,1.0,-1.0
2025-07-16,Visakhapatnam,1.0,0.0,1.0
2025-07-17,Bhopal,0.0,1.0,-1.0
2025-07-17,Chennai,0.0,1.0,-1.0
2025-07-17,Coimbatore,1.0,1.0,0.0
2025-07-17,Cuttack,1.0,0.0,1.0
2025-07-17,Faridabad,1.0,0.0,1.0
2025-07-17,Gurugram,0.0,1.0,-1.0
2025-07-17,Indore,3.0,1.0,2.0
2025-07-17,Jamshedpur,1.0,2.0,-1.0
2025-07-17,Jodhpur,0.0,2.0,-2.0
2025-07-17,Kanpur,0.0,1.0,-1.0
2025-07-17,Kavaratti,1.0,0.0,1.0
2025-07-17,Leh,0.0,1.0,-1.0
2025-07-17,Ludhiana,0.0,1.0,-1.0
2025-07-17,Meerut,2.0,0.0,2.0
2025-07-17,Mumbai,2.0,0.0,2.0
2025-07-17,Nagpur,0.0,1.0,-1.0
2025-07-17,Ranchi,0.0,1.0,-1.0
2025-07-17,Shillong,1.0,0.0,1.0
2025-07-17,Srinagar,0.0,1.0,-1.0
2025-07-17,Thiruvananthapuram,1.0,1.0,0.0
2025-07-17,Vijayawada,1.0,0.0,1.0
2025-07-17,Visakhapatnam,1.0,0.0,1.0
2025-07-18,Agartala,1.0,1.0,0.0
2025-07-18,Bhubaneswar,0.0,1.0,-1.0
2025-07-18,Coimbatore,1.0,0.0,1.0
2025-07-18,Dehradun,1.0,0.0,1.0
2025-07-18,Gangtok,1.0,0.0,1.0
2025-07-18,Gaya,1.0,1.0,0.0
2025-07-18,Gurugram,1.0,0.0,1.0
2025-07-18,Guwahati,2.0,0.0,2.0
2025-07-18,Haridwar,1.0,0.0,1.0
2025-07-18,Imphal,0.0,1.0,-1.0
2025-07-18,Jammu,0.0,1.0,-1.0
2025-07-18,Jamshedpur,1.0,0.0,1.0
2025-07-18,Kanpur,1.0,1.0,0.0
2025-07-18,Kavaratti,1.0,0.0,1.0
2025-07-18,Kolkata,0.0,1.0,-1.0
2025-07-18,Lucknow,1.0,0.0,1.0
2025-07-18,Ludhiana,0.0,1.0,-1.0
2025-07-18,Mumbai,1.0,0.0,1.0
2025-07-18,Nagpur,2.0,0.0,2.0
2025-07-18,Patna,0.0,1.0,-1.0
2025-07-18,Port Blair,0.0,1.0,-1.0
2025-07-18,Raipur,0.0,2.0,-2.0
2025-07-18,Ranchi,0.0,1.0,-1.0
2025-07-18,Shimla,0.0,1.0,-1.0
2025-07-18,Vijayawada,0.0,2.0,-2.0
2025-07-19,Ahmedabad,1.0,0.0,1.0
2025-07-19,Aizawl,1.0,0.0,1.0
2025-07-19,Amritsar,0.0,1.0,-1.0
2025-07-19,Bengaluru,0.0,1.0,-1.0
2025-07-19,Bhubaneswar,0.0,1.0,-1.0
2025-07-19,Chennai,2.0,0.0,2.0
2025-07-19,Dehradun,1.0,0.0,1.0
2025-07-19,Gangtok,2.0,1.0,1.0
2025-07-19,Gaya,1.0,1.0,0.0
2025-07-19,Gurugram,0.0,1.0,-1.0
2025-07-19,Guwahati,0.0,1.0,-1.0
2025-07-19,Haridwar,1.0,1.0,0.0
2025-07-19,Hyderabad,0.0,1.0,-1.0
2025-07-19,Indore,1.0,0.0,1.0
2025-07-19,Jammu,1.0,2.0,-1.0
2025-07-19,Kanpur,0.0,2.0,-2.0
2025-07-19,Kavaratti,1.0,2.0,-1.0
2025-07-19,Kohima,3.0,1.0,2.0
2025-07-19,Kolkata,1.0,0.0,1.0
2025-07-19,Leh,0.0,1.0,-1.0
2025-07-19,Lucknow,1.0,2.0,-1.0
2025-07-19,Ludhiana,1.0,0.0,1.0
2025-07-19,Meerut,1.0,0.0,1.0
2025-07-19,Mumbai,0.0,1.0,-1.0
2025-07-19,Nagpur,2.0,1.0,1.0
2025-07-19,Panaji,0.0,1.0,-1.0
2025-07-19,Patna,0.0,2.0,-2.0
2025-07-19,Port Blair,2.0,0.0,2.0
2025-07-19,Pune,1.0,0.0,1.0
2025-07-19,Raipur,1.0,1.0,0.0
2025-07-19,Siliguri,2.0,1.0,1.0
2025-07-19,Srinagar,1.0,1.0,0.0
2025-07-19,Surat,0.0,1.0,-1.0
2025-07-19,Vijayawada,0.0,1.0,-1.0
2025-07-19,Warangal,1.0,0.0,1.0
2025-07-20,Agartala,1.0,0.0,1.0
2025-07-20,Aizawl,1.0,0.0,1.0
2025-07-20,Amritsar,0.0,1.0,-1.0
2025-07-20,Bengaluru,1.0,1.0,0.0
2025-07-20,Bhubaneswar,0.0,1.0,-1.0
2025-07-20,Chennai,1.0,0.0,1.0
2025-07-20,Coimbatore,0.0,1.0,-1.0
2025-07-20,Gangtok,1.0,0.0,1.0
2025-07-20,Gaya,1.0,0.0,1.0
2025-07-20,Haridwar,2.0,0.0,2.0
2025-07-20,Imphal,1.0,0.0,1.0
2025-07-20,Indore,1.0,1.0,0.0
2025-07-20,Itanagar,1.0,1.0,0.0
2025-07-20,Jaipur,0.0,2.0,-2.0
2025-07-20,Jammu,2.0,2.0,0.0
2025-07-20,Kanpur,0.0,2.0,-2.0
2025-07-20,Kochi,0.0,1.0,-1.0
2025-07-20,Kohima,1.0,1.0,0.0
2025-07-20,Kolkata,2.0,0.0,2.0
2025-07-20,Lucknow,2.0,0.0,2.0
2025-07-20,Meerut,1.0,0.0,1.0
2025-07-20,Nagpur,0.0,1.0,-1.0
2025-07-20,Port Blair,0.0,1.0,-1.0
2025-07-20,Pune,0.0,1.0,-1.0
2025-07-20,Ranchi,0.0,1.0,-1.0
2025-07-20,Shillong,1.0,0.0,1.0
2025-07-20,Shimla,0.0,1.0,-1.0
2025-07-20,Siliguri,1.0,1.0,0.0
2025-07-20,Varanasi,0.0,1.0,-1.0
2025-07-21,Agartala,0.0,2.0,-2.0
2025-07-21,Ahmedabad,0.0,1.0,-1.0
2025-07-21,Bengaluru,1.0,0.0,1.0
2025-07-21,Bhubaneswar,0.0,1.0,-1.0
2025-07-21,Dehradun,1.0,0.0,1.0
2025-07-21,Faridabad,1.0,1.0,0.0
2025-07-21,Gaya,1.0,0.0,1.0
2025-07-21,Gurugram,0.0,1.0,-1.0
2025-07-21,Haridwar,1.0,1.0,0.0
2025-07-21,Imphal,2.0,0.0,2.0
2025-07-21,Jodhpur,3.0,1.0,2.0
2025-07-21,Kanpur,0.0,1.0,-1.0
2025-07-21,Kochi,0.0,1.0,-1.0
2025-07-21,Lucknow,1.0,2.0,-1.0
2025-07-21,Mysuru,1.0,1.0,0.0
2025-07-21,Panaji,0.0,1.0,-1.0
2025-07-21,Patna,1.0,0.0,1.0
2025-07-21,Port Blair,0.0,1.0,-1.0
2025-07-21,Pune,0.0,1.0,-1.0
2025-07-21,Raipur,1.0,0.0,1.0
2025-07-21,Ranchi,1.0,0.0,1.0
2025-07-21,Shillong,1.0,0.0,1.0
2025-07-21,Siliguri,0.0,2.0,-2.0
2025-07-21,Thiruvananthapuram,1.0,0.0,1.0
2025-07-21,Visakhapatnam,1.0,1.0,0.0
2025-07-21,Warangal,2.0,1.0,1.0
2025-07-22,Ahmedabad,2.0,0.0,2.0
2025-07-22,Bengaluru,2.0,1.0,1.0
2025-07-22,Chandigarh,1.0,0.0,1.0
2025-07-22,Gangtok,1.0,1.0,0.0
2025-07-22,Gurugram,0.0,1.0,-1.0
2025-07-22,Haridwar,1.0,0.0,1.0
2025-07-22,Indore,0.0,1.0,-1.0
2025-07-22,Kanpur,0.0,1.0,-1.0
2025-07-22,Kavaratti,0.0,1.0,-1.0
2025-07-22,Kochi,2.0,0.0,2.0
2025-07-22,Kolkata,0.0,1.0,-1.0
2025-07-22,Lucknow,1.0,0.0,1.0
2025-07-22,Meerut,2.0,2.0,0.0
2025-07-22,Mumbai,0.0,2.0,-2.0
2025-07-22,Nagpur,1.0,0.0,1.0
2025-07-22,Port Blair,1.0,0.0,1.0
2025-07-22,Raipur,0.0,1.0,-1.0
2025-07-22,Ranchi,0.0,1.0,-1.0
2025-07-22,Shimla,0.0,1.0,-1.0
2025-07-22,Srinagar,1.0,0.0,1.0
2025-07-22,Varanasi,0.0,1.0,-1.0
2025-07-23,Agartala,1.0,0.0,1.0
2025-07-23,Aizawl,0.0,1.0,-1.0
2025-07-23,Amritsar,0.0,2.0,-2.0
2025-07-23,Haridwar,0.0,3.0,-3.0
2025-07-23,Imphal,1.0,0.0,1.0
2025-07-23,Jaipur,0.0,1.0,-1.0
2025-07-23,Jammu,1.0,1.0,0.0
2025-07-23,Jodhpur,2.0,0.0,2.0
2025-07-23,Kanpur,1.0,1.0,0.0
2025-07-23,Kochi,2.0,1.0,1.0
2025-07-23,Ludhiana,0.0,1.0,-1.0
2025-07-23,Mumbai,1.0,0.0,1.0
2025-07-23,Nagpur,3.0,0.0,3.0
2025-07-23,Raipur,1.0,0.0,1.0
2025-07-23,Shimla,1.0,0.0,1.0
2025-07-23,Siliguri,0.0,3.0,-3.0
2025-07-24,Ahmedabad,1.0,0.0,1.0
2025-07-24,Chandigarh,0.0,1.0,-1.0
2025-07-24,Chennai,0.0,1.0,-1.0
2025-07-24,Coimbatore,2.0,0.0,2.0
2025-07-24,Dehradun,0.0,1.0,-1.0
2025-07-24,Faridabad,0.0,1.0,-1.0
2025-07-24,Gangtok,1.0,0.0,1.0
2025-07-24,Gurugram,1.0,0.0,1.0
2025-07-24,Guwahati,1.0,0.0,1.0
2025-07-24,Haridwar,1.0,0.0,1.0
2025-07-24,Indore,1.0,0.0,1.0
2025-07-24,Jaipur,1.0,0.0,1.0
2025-07-24,Jodhpur,1.0,1.0,0.0
2025-07-24,Kavaratti,1.0,0.0,1.0
2025-07-24,Kochi,0.0,1.0,-1.0
2025-07-24,Kohima,0.0,1.0,-1.0
2025-07-24,Kolkata,1.0,1.0,0.0
2025-07-24,Lucknow,1.0,0.0,1.0
2025-07-24,Ludhiana,0.0,1.0,-1.0
2025-07-24,Meerut,0.0,2.0,-2.0
2025-07-24,Mumbai,2.0,1.0,1.0
2025-07-24,Nagpur,1.0,1.0,0.0
2025-07-24,Panaji,1.0,1.0,0.0
2025-07-24,Patna,1.0,2.0,-1.0
2025-07-24,Port Blair,1.0,0.0,1.0
2025-07-24,Shillong,0.0,1.0,-1.0
2025-07-24,Vijayawada,0.0,2.0,-2.0
2025-07-24,Visakhapatnam,0.0,1.0,-1.0
2025-07-24,Warangal,1.0,0.0,1.0
2025-07-25,Agartala,0.0,2.0,-2.0
2025-07-25,Aizawl,0.0,1.0,-1.0
2025-07-25,Bengaluru,0.0,1.0,-1.0
2025-07-25,Chennai,1.0,0.0,1.0
2025-07-25,Cuttack,1.0,0.0,1.0
2025-07-25,Dehradun,1.0,1.0,0.0
2025-07-25,Guwahati,0.0,1.0,-1.0
2025-07-25,Haridwar,1.0,0.0,1.0
2025-07-25,Hyderabad,0.0,1.0,-1.0
2025-07-25,Imphal,1.0,0.0,1.0
2025-07-25,Itanagar,1.0,0.0,1.0
2025-07-25,Jaipur,1.0,1.0,0.0
2025-07-25,Kanpur,0.0,2.0,-2.0
2025-07-25,Kavaratti,1.0,0.0,1.0
2025-07-25,Lucknow,0.0,1.0,-1.0
2025-07-25,Ludhiana,1.0,0.0,1.0
2025-07-25,Mysuru,0.0,1.0,-1.0
2025-07-25,Panaji,1.0,1.0,0.0
2025-07-25,Patna,1.0,1.0,0.0
